,Geography_Germany,Geography_Spain,Gender_Male,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,yrs_tenure_pct,HasCrCard,IsActiveMember,Exited
0,0,0,0,-0.32982106334318523,0.29439659861852174,-1.0422851784451037,-1.225585250336616,-0.911980828940126,0.022556197369168363,-1.0096797446208006,1,1,1
1,0,1,0,-0.4440264199793862,0.19902290561212574,-1.3881444207081044,0.11767125483143641,-0.911980828940126,0.21719581164230947,-1.2692227380653296,0,1,0
2,0,0,0,-1.544550765746414,0.29439659861852174,1.0328702751329004,1.3334278090630078,2.527352042458153,0.24134801134654055,0.5865096650630522,1,0,1
3,0,0,0,0.5007633485564583,0.008275519599333722,-1.3881444207081044,-1.225585250336616,0.8076856067590136,-0.1082430770857604,-1.2552473461106242,0,0,0
4,0,1,0,2.0684914260170357,0.3897702916249177,-1.0422851784451037,0.7860783983232651,-0.911980828940126,-0.36459087563406983,-1.0220533059361794,1,1,0
5,0,1,1,-0.059881129475801056,0.48514398463131375,1.0328702751329004,0.5976708438467437,0.8076856067590136,0.8642869351055548,0.48977091296100067,1,0,1
6,0,0,1,1.7777868818521603,1.0573861426696898,0.6870110328698997,-1.225585250336616,0.8076856067590136,-1.5647551831133446,0.02252274030809109,1,1,0
7,1,0,0,-2.8527212144883527,-0.9454614104646263,-0.35056669391910233,0.6183621061926831,4.247018478157293,0.3355111432483678,-0.0005944856252614318,1,0,1
8,0,0,1,-1.5549330708951594,0.48514398463131375,-0.35056669391910233,1.0511823922637604,0.8076856067590136,-0.4366411097570309,-0.5259859841105421,0,1,0
9,0,0,1,0.34502877132527515,-1.1362087964774183,-1.0422851784451037,0.9318202415928988,-0.911980828940126,-0.49254055254867857,-0.7140891131978649,1,1,0
10,0,0,1,-1.2746108318790297,-0.7547140244518343,0.34115179060689904,0.4095194137832858,0.8076856067590136,-0.3455155431122121,0.620836319034748,0,0,0
11,0,1,1,-1.5964622914901416,-1.4223298754966063,-0.696425936182103,-1.225585250336616,0.8076856067590136,-0.41143656905243275,-0.1450771477087136,1,0,0
12,0,0,0,-1.814490699613798,-0.4685929454326463,1.7245887596589018,-1.225585250336616,0.8076856067590136,-1.2830960795884236,1.7445294328729064,1,0,0
13,0,0,0,-1.0565824237553734,-1.3269561824902103,-0.00470745165610167,-1.225585250336616,0.8076856067590136,1.5789655808982346,0.6929222923753093,0,0,0
14,0,1,0,-0.1637041809632565,-0.3732192524262503,0.6870110328698997,-1.225585250336616,0.8076856067590136,-0.592942091269768,0.6929222923753093,1,1,0
15,1,0,1,-0.36096797878942183,0.5805176776377098,-0.696425936182103,1.0684658215242488,0.8076856067590136,-0.6211875010117789,-0.7968544899962869,0,1,0
16,1,0,1,0.023177311714163297,1.8203756867208578,-1.3881444207081044,0.899748592622966,-0.911980828940126,-1.651090442055071,-1.349099331737482,1,0,1
17,0,1,0,-1.0565824237553734,-1.4223298754966063,1.378729517395901,-1.225585250336616,0.8076856067590136,-1.4892271115237041,2.648254319238029,1,1,0
18,0,1,1,-0.6620548281030426,0.5805176776377098,0.34115179060689904,-1.225585250336616,-0.911980828940126,1.0195315763048036,-0.05196609881048888,0,0,0
19,0,0,0,0.7810855875725881,-1.4223298754966063,0.34115179060689904,-1.225585250336616,0.8076856067590136,-0.7881715172866708,1.2515885857646578,1,1,0
20,0,0,1,0.8433794184650613,0.19902290561212574,1.0328702751329004,-1.225585250336616,0.8076856067590136,1.231692703010695,0.6384182637519582,1,1,0
21,0,1,0,-0.15332187581451096,-0.6593403314454384,1.0328702751329004,-1.225585250336616,0.8076856067590136,0.6695160390321364,1.2515885857646578,1,0,0
22,0,1,0,-1.4614923245564495,-0.08709817340706229,-0.35056669391910233,-1.225585250336616,-0.911980828940126,0.32797591567881823,-0.3656033161518776,1,0,1
23,0,0,1,0.189294194094092,0.6758913706441058,-0.696425936182103,-1.225585250336616,0.8076856067590136,-1.5921426532493062,-0.8130477158916304,0,1,0
24,0,0,0,2.0269622054220533,-0.08709817340706229,-0.00470745165610167,-1.225585250336616,-0.911980828940126,1.5225990878873228,-0.07156842489432573,1,1,0
25,0,0,1,-0.765877879590498,-1.3269561824902103,-0.696425936182103,-1.225585250336616,0.8076856067590136,0.42525938123094115,-0.20094377704764851,0,1,0
26,1,0,1,1.0925547420349544,-0.2778455594198543,-1.0422851784451037,0.9672699119206044,-0.911980828940126,1.2170131372583817,-0.9210025551939199,1,1,0
27,0,0,1,-0.8281717104829713,0.48514398463131375,1.378729517395901,-1.225585250336616,0.8076856067590136,-1.0714390402189609,0.7437101372288865,0,0,0
28,1,0,0,-0.7970247950367347,0.3897702916249177,-0.696425936182103,1.039936639248636,-0.911980828940126,0.0023605355238855625,-0.7622085183132266,1,1,0
29,0,0,1,-2.4893405342822583,-0.9454614104646263,-1.734003662971105,-0.2687703174338656,0.8076856067590136,-0.8097472899250655,-1.541742881182085,1,1,0
30,0,1,0,-0.6205256075080604,0.008275519599333722,-0.696425936182103,-1.225585250336616,2.527352042458153,0.702795888460802,-0.6822562759677026,1,0,1
31,0,0,1,-1.222699306135302,-0.2778455594198543,0.6870110328698997,0.14177451749357717,-0.911980828940126,0.9855739302437143,0.6308482597764927,0,1,0
32,1,0,1,-1.0150532031603912,0.19902290561212574,1.378729517395901,0.5392776832304428,0.8076856067590136,-0.3156478033084982,0.9109384068687135,0,0,0
33,0,1,0,-1.357669273068994,0.29439659861852174,0.34115179060689904,-1.225585250336616,0.8076856067590136,-1.1413887655374875,0.05444652850176791,1,1,0
34,0,1,0,0.7395563669776059,-0.9454614104646263,1.378729517395901,-1.225585250336616,0.8076856067590136,0.7299858273052205,1.925841008820768,1,1,0
35,0,0,0,-1.8248730047625437,0.5805176776377098,-1.734003662971105,0.9263733504455016,-0.911980828940126,-1.2559353531181063,-1.541742881182085,1,0,1
36,0,1,1,-1.6691384275313603,-0.7547140244518343,-0.696425936182103,1.1026182008636354,-0.911980828940126,0.24369891192898677,-0.46045328107366845,0,1,0
37,0,1,1,1.5909053891747404,-0.5639666384390423,0.6870110328698997,0.0013212106028135941,-0.911980828940126,-0.027790459978704333,0.8283565453181816,0,1,0
38,0,0,1,2.0684914260170357,-0.2778455594198543,0.6870110328698997,-1.225585250336616,-0.911980828940126,-1.0300626683183691,0.6308482597764927,1,1,0
39,1,0,1,-0.7139663538467703,0.19902290561212574,0.34115179060689904,-0.09803711051787115,0.8076856067590136,1.3566776717203695,0.09337797751844724,0,1,0
40,0,1,1,-1.8560199202087801,0.10364921260572972,-0.35056669391910233,-1.225585250336616,-0.911980828940126,-0.5198664680392119,-0.42441029440338784,1,0,0
41,0,0,0,-1.928696056249999,1.1527598356760858,1.0328702751329004,0.7381792864059017,-0.911980828940126,1.4127308272424075,0.2109356863139104,0,0,1
42,0,0,0,-0.9839062877141544,2.106496765740046,-1.0422851784451037,0.6563898498521296,-0.911980828940126,-0.10255361946315383,-1.1754043281398892,1,1,0
43,0,0,0,1.902374543637107,0.9620124496632938,-1.0422851784451037,0.8803818685433311,-0.911980828940126,1.6399632785032938,-1.0856887641295556,0,0,1
44,0,1,0,0.09585344775538211,2.106496765740046,-0.00470745165610167,1.273649044222094,-0.911980828940126,1.013507915211823,-0.6258964985765956,1,1,0
45,1,0,0,1.3002008450098652,-0.6593403314454384,-0.35056669391910233,0.5281958947175488,0.8076856067590136,0.4601954679412487,-0.1450771477087136,1,1,0
46,1,0,0,1.8504630178933792,-1.1362087964774183,1.378729517395901,0.5702615246963331,-0.911980828940126,0.34179406416149877,2.182699074746905,1,1,1
47,1,0,0,-0.1429395706657654,0.008275519599333722,1.378729517395901,0.9837490656462042,-0.911980828940126,0.3055322920931611,1.0367169344610623,1,1,1
48,1,0,1,-1.0462001186066279,-0.08709817340706229,-1.0422851784451037,0.4315522038747441,-0.911980828940126,-0.1595125324655148,-0.9536730986669812,0,1,0
49,1,0,0,1.3002008450098652,-0.18247186641345828,-1.0422851784451037,0.437608151824169,0.8076856067590136,1.635326857413771,-0.9377793207611675,1,0,0
50,1,0,1,0.49038104340771277,0.48514398463131375,1.7245887596589018,0.6394648024362025,0.8076856067590136,1.7041852918997953,0.997649361496772,1,0,0
51,1,0,1,-0.6828194384005337,-0.2778455594198543,-0.00470745165610167,1.1152920318014086,0.8076856067590136,-0.23695244961018458,0.010107933788327712,0,0,0
52,0,0,0,1.4247885067948118,-0.5639666384390423,-0.00470745165610167,-1.225585250336616,0.8076856067590136,0.29432360848036015,0.15118528060381975,0,0,0
53,1,0,1,0.04394192201165439,0.19902290561212574,1.0328702751329004,0.7868982208344154,-0.911980828940126,1.1126656675522733,0.6384182637519582,0,0,1
54,1,0,1,-0.516702556020605,0.29439659861852174,-1.3881444207081044,0.35308549273224465,-0.911980828940126,-1.0439409803810442,-1.2757113129014428,1,0,1
55,0,0,1,-0.32982106334318523,0.3897702916249177,-1.3881444207081044,0.7812876857409996,-0.911980828940126,0.23228730664608863,-1.2818980935591322,1,1,0
56,0,0,1,0.05432422716039993,0.5805176776377098,-0.00470745165610167,0.8238011327473801,-0.911980828940126,-0.22507622847253075,-0.30026222920575496,1,0,0
57,1,0,1,0.7707032824238425,-1.8991983405285864,-1.734003662971105,-0.009263555504004949,-0.911980828940126,-0.9465839622441301,-1.541742881182085,0,0,0
58,0,1,0,-1.451110019407704,2.583365230772026,-0.35056669391910233,-1.225585250336616,-0.911980828940126,-1.7111594296001564,-0.8645716164677231,1,0,1
59,0,0,1,-0.38173258908691293,1.1527598356760858,-0.35056669391910233,-0.5734790313167416,-0.911980828940126,-0.9263869093334142,-0.6654035974340873,1,1,0
60,1,0,1,0.9472024699525168,-0.3732192524262503,-0.00470745165610167,0.9679328221661796,-0.911980828940126,-0.27025107842220075,0.05444652850176791,0,0,0
61,1,0,0,0.3761756867715118,-1.1362087964774183,1.378729517395901,1.215913184117666,0.8076856067590136,0.4598017964235965,2.182699074746905,0,0,0
62,0,1,1,-0.9942885928629001,-0.5639666384390423,-1.3881444207081044,-0.3266704625967355,0.8076856067590136,1.3692683788412534,-1.203157248824904,0,0,0
63,0,1,1,0.34502877132527515,1.6296283007080659,1.0328702751329004,0.0359182014076802,-0.911980828940126,-0.01136006449527754,0.05444652850176791,1,1,0
64,1,0,1,-0.4959379457231139,-1.2315824894838143,-0.35056669391910233,0.5241126496942703,-0.911980828940126,-0.1253872630197007,0.17723032924667986,1,1,0
65,1,0,0,1.0406432162912267,-0.2778455594198543,0.34115179060689904,1.4964412210133011,0.8076856067590136,-1.2570591601051146,0.32047809678241007,1,1,0
66,1,0,0,-0.7243486589955159,-0.4685929454326463,-1.3881444207081044,0.4033698634200754,-0.911980828940126,0.1804878553362086,-1.2131156497765858,1,0,0
67,1,0,1,0.874526333911298,0.3897702916249177,1.7245887596589018,0.748720617146049,0.8076856067590136,1.6800871698642876,1.056704995047443,1,1,0
68,1,0,0,0.10623575290412765,-0.3732192524262503,-0.00470745165610167,1.1902149940247415,0.8076856067590136,0.2365710926482444,0.05444652850176791,0,1,0
69,0,0,0,0.2515880249865653,-1.7084509545157944,1.0328702751329004,0.3511227270486573,-0.911980828940126,-1.4232107976012958,2.7147622113081895,1,0,0
70,1,0,1,0.9056732493575346,1.8203756867208578,-1.0422851784451037,0.9180613278788813,4.247018478157293,-1.2463566504268921,-1.1564557822928792,1,0,1
71,0,0,1,1.6843461355134504,-0.9454614104646263,0.34115179060689904,-1.225585250336616,-0.911980828940126,-1.1493296625640523,0.7699797121531503,1,0,0
72,0,1,0,0.06470653230914547,-0.18247186641345828,-1.734003662971105,1.3966796401784318,-0.911980828940126,-0.9711049681713912,-1.541742881182085,0,1,0
73,1,0,0,-0.4855556405743684,-1.3269561824902103,-0.00470745165610167,1.3032961662856393,0.8076856067590136,-0.7237864014681031,0.6929222923753093,1,1,0
74,0,0,1,-1.3680515782177396,-0.2778455594198543,1.378729517395901,-1.225585250336616,0.8076856067590136,0.7913549393809973,1.2515885857646578,0,1,0
75,0,0,0,0.874526333911298,-1.7084509545157944,-1.3881444207081044,1.6388760461260306,0.8076856067590136,-1.3504406871165502,-1.0096797446208006,1,0,0
76,0,0,1,0.13738266835036428,1.5342546077016699,1.0328702751329004,-1.225585250336616,0.8076856067590136,0.6800564895873682,0.08346815413238343,1,1,0
77,0,0,0,0.2827349404328019,-0.6593403314454384,1.378729517395901,-1.225585250336616,-0.911980828940126,0.837403378422843,1.6007550191330004,1,1,0
78,0,1,1,1.1029370471837,-0.5639666384390423,-0.00470745165610167,0.01261472649346522,-0.911980828940126,1.6377700899643592,0.15118528060381975,0,1,0
79,1,0,0,-2.4374290085385306,0.19902290561212574,1.7245887596589018,0.7328474749384664,0.8076856067590136,-0.030430702171297765,1.1834585499854688,1,0,0
80,0,0,0,0.14776497349910983,-0.4685929454326463,-1.3881444207081044,0.3234311581539385,0.8076856067590136,1.240864866828998,-1.2131156497765858,0,0,0
81,0,0,0,1.3105831501586107,-0.6593403314454384,-1.0422851784451037,-1.225585250336616,-0.911980828940126,0.6330480415132974,-0.8434100144453993,1,0,1
82,0,0,0,-1.1188762546478466,-0.2778455594198543,-0.696425936182103,-1.225585250336616,0.8076856067590136,-1.2872934456505294,-0.6106323921998374,0,0,0
83,0,0,0,-1.5030215451514317,-0.4685929454326463,-0.35056669391910233,0.22184817692479486,-0.911980828940126,1.0291034975520303,-0.2272339555600884,1,1,0
84,0,0,0,-1.6379915120851238,0.6758913706441058,-0.35056669391910233,-1.225585250336616,0.8076856067590136,-1.7065593500950813,-0.5701493274614788,1,0,0
85,0,1,0,0.012795006565417754,3.44172846782959,1.7245887596589018,-1.225585250336616,0.8076856067590136,0.254288049774387,-0.05196609881048888,1,1,0
86,0,1,1,1.0302609111424812,-1.6130772615093985,-0.696425936182103,0.7247079116136835,-0.911980828940126,0.49716111911888683,-0.01810753557477088,1,0,1
87,0,0,1,0.8122325030188247,-0.8500877174582303,1.378729517395901,-1.225585250336616,0.8076856067590136,0.9010221910707863,1.810254879154006,1,0,0
88,0,0,0,-0.04949882432705551,0.6758913706441058,-0.35056669391910233,-1.225585250336616,2.527352042458153,-0.11824501143508678,-0.5701493274614788,1,0,1
89,1,0,0,-0.1637041809632565,-1.0408351034710224,-0.696425936182103,0.08266347124141261,0.8076856067590136,0.9866076657439095,-0.3446008239191953,1,1,0
90,0,1,0,-0.039116519178309966,0.48514398463131375,-0.00470745165610167,-1.225585250336616,2.527352042458153,1.2894053995947796,-0.2720467598426565,1,1,1
91,0,0,1,1.6324346097697227,0.5805176776377098,0.6870110328698997,0.675738622783915,0.8076856067590136,0.8186556418105504,0.1963300315847772,1,0,0
92,0,0,0,-1.316140052474012,-0.2778455594198543,1.7245887596589018,-1.225585250336616,0.8076856067590136,0.1662826428966848,1.5619587487587403,1,0,0
93,0,0,1,1.2275247089686465,-0.9454614104646263,1.0328702751329004,-1.225585250336616,0.8076856067590136,1.256113552226751,1.5405539099315622,1,1,0
94,0,1,1,0.8226148081675703,0.29439659861852174,-0.35056669391910233,-1.225585250336616,0.8076856067590136,-0.24463982496151226,-0.4776166080595164,0,1,0
95,0,1,1,-1.4095807988127218,-0.3732192524262503,1.7245887596589018,1.599700230394762,-0.911980828940126,0.36908624631527215,1.6506359381856208,0,1,0
96,0,1,1,1.2690539295636287,0.19902290561212574,1.378729517395901,0.4225134803764412,-0.911980828940126,-0.6165276056930675,0.9109384068687135,0,1,0
97,1,0,1,1.6947284406621959,-0.9454614104646263,1.0328702751329004,0.33049717872609474,0.8076856067590136,1.6905697173208538,1.5405539099315622,1,1,0
98,0,1,1,0.6149687051926593,-1.6130772615093985,1.0328702751329004,-1.225585250336616,0.8076856067590136,-0.00707071423138829,2.5212847071040865,0,0,0
99,0,0,1,-2.4685759239847673,-0.4685929454326463,1.378729517395901,-1.225585250336616,0.8076856067590136,-1.6261119494834004,1.4159022014674074,0,0,0
